15:10:11.863 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.0.Final
15:10:30.357 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-b1fc1044-3bdb-4151-b27e-41c342c11444]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
15:10:30.357 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-b1fc1044-3bdb-4151-b27e-41c342c11444]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$328/1483145520
15:10:30.358 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-b1fc1044-3bdb-4151-b27e-41c342c11444]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$329/1961129028
15:10:30.358 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-b1fc1044-3bdb-4151-b27e-41c342c11444]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
15:10:30.358 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-b1fc1044-3bdb-4151-b27e-41c342c11444]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
15:10:30.359 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-b1fc1044-3bdb-4151-b27e-41c342c11444] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
15:10:30.471 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-b1fc1044-3bdb-4151-b27e-41c342c11444] Success to connect to server [127.0.0.1:8848] on start up,connectionId=1661843430363_127.0.0.1_27485
15:10:30.471 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-b1fc1044-3bdb-4151-b27e-41c342c11444]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
15:10:30.472 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-b1fc1044-3bdb-4151-b27e-41c342c11444]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
15:10:30.472 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-b1fc1044-3bdb-4151-b27e-41c342c11444]Notify connected event to listeners.
15:10:30.474 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,625] - [config-0-b1fc1044-3bdb-4151-b27e-41c342c11444] Connected,notify listen context...
15:10:30.559 [main] INFO  c.a.n.c.i.CredentialWatcher - [loadCredential,165] - null No credential found
15:10:30.574 [main] INFO  c.a.n.client.naming - [isChangedServiceInfo,167] - init new ips(0) service: DEFAULT_GROUP@@ruoyi-gateway@@DEFAULT -> []
15:10:30.576 [main] INFO  c.a.n.client.naming - [processServiceInfo,152] - current ips:(0) service: DEFAULT_GROUP@@ruoyi-gateway@@DEFAULT -> []
15:10:30.760 [boundedElastic-3] INFO  c.a.n.client.naming - [isChangedServiceInfo,167] - init new ips(1) service: DEFAULT_GROUP@@ruoyi-auth -> [{"ip":"192.168.0.126","port":9200,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-auth","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
15:10:30.760 [boundedElastic-3] INFO  c.a.n.client.naming - [processServiceInfo,152] - current ips:(1) service: DEFAULT_GROUP@@ruoyi-auth -> [{"ip":"192.168.0.126","port":9200,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-auth","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
15:10:31.148 [nacos-grpc-client-executor-13] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [78d9d255-3bcf-4c46-bb53-bd90fd61de1b]receive server push request,request=NotifySubscriberRequest,requestId=2
15:10:31.149 [nacos-grpc-client-executor-13] INFO  c.a.n.client.naming - [isChangedServiceInfo,167] - init new ips(0) service: DEFAULT_GROUP@@ruoyi-gateway -> []
15:10:31.149 [nacos-grpc-client-executor-13] INFO  c.a.n.client.naming - [processServiceInfo,152] - current ips:(0) service: DEFAULT_GROUP@@ruoyi-gateway -> []
15:10:31.151 [nacos-grpc-client-executor-13] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [78d9d255-3bcf-4c46-bb53-bd90fd61de1b]ack server push request,request=NotifySubscriberRequest,requestId=2
15:10:31.340 [nacos-grpc-client-executor-14] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [78d9d255-3bcf-4c46-bb53-bd90fd61de1b]receive server push request,request=NotifySubscriberRequest,requestId=3
15:10:31.340 [nacos-grpc-client-executor-14] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [78d9d255-3bcf-4c46-bb53-bd90fd61de1b]ack server push request,request=NotifySubscriberRequest,requestId=3
15:10:32.570 [main] INFO  c.a.n.client.naming - [registerService,97] - [REGISTER-SERVICE] public registering service ruoyi-gateway with instance Instance{instanceId='null', ip='192.168.0.126', port=8080, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={preserved.register.source=SPRING_CLOUD}}
15:10:32.576 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP ruoyi-gateway 192.168.0.126:8080 register finished
15:10:32.600 [main] INFO  c.r.g.CFGatewatApplication - [logStarted,61] - Started CFGatewatApplication in 22.913 seconds (JVM running for 24.921)
15:10:32.603 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,346] - [config_rpc_client] [subscribe] ruoyi-gateway+DEFAULT_GROUP
15:10:32.603 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,128] - [config_rpc_client] [add-listener] ok, tenant=, dataId=ruoyi-gateway, group=DEFAULT_GROUP, cnt=1
15:10:32.604 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,346] - [config_rpc_client] [subscribe] ruoyi-gateway.yml+DEFAULT_GROUP
15:10:32.604 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,128] - [config_rpc_client] [add-listener] ok, tenant=, dataId=ruoyi-gateway.yml, group=DEFAULT_GROUP, cnt=1
15:10:32.605 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,346] - [config_rpc_client] [subscribe] ruoyi-gateway-dev.yml+DEFAULT_GROUP
15:10:32.605 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,128] - [config_rpc_client] [add-listener] ok, tenant=, dataId=ruoyi-gateway-dev.yml, group=DEFAULT_GROUP, cnt=1
15:10:33.167 [nacos-grpc-client-executor-21] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [78d9d255-3bcf-4c46-bb53-bd90fd61de1b]receive server push request,request=NotifySubscriberRequest,requestId=4
15:10:33.168 [nacos-grpc-client-executor-21] INFO  c.a.n.client.naming - [isChangedServiceInfo,221] - new ips(1) service: DEFAULT_GROUP@@ruoyi-gateway -> [{"ip":"192.168.0.126","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
15:10:33.168 [nacos-grpc-client-executor-21] INFO  c.a.n.client.naming - [processServiceInfo,152] - current ips:(1) service: DEFAULT_GROUP@@ruoyi-gateway -> [{"ip":"192.168.0.126","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
15:10:33.169 [nacos-grpc-client-executor-21] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [78d9d255-3bcf-4c46-bb53-bd90fd61de1b]ack server push request,request=NotifySubscriberRequest,requestId=4
15:10:33.589 [com.alibaba.nacos.client.naming.updater.0] INFO  c.a.n.client.naming - [isChangedServiceInfo,221] - new ips(1) service: DEFAULT_GROUP@@ruoyi-gateway@@DEFAULT -> [{"ip":"192.168.0.126","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
15:10:33.589 [com.alibaba.nacos.client.naming.updater.0] INFO  c.a.n.client.naming - [processServiceInfo,152] - current ips:(1) service: DEFAULT_GROUP@@ruoyi-gateway@@DEFAULT -> [{"ip":"192.168.0.126","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
15:11:00.851 [boundedElastic-3] INFO  c.a.n.client.naming - [isChangedServiceInfo,167] - init new ips(1) service: DEFAULT_GROUP@@ruoyi-system -> [{"ip":"192.168.0.126","port":9201,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-system","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
15:11:00.851 [boundedElastic-4] INFO  c.a.n.client.naming - [isChangedServiceInfo,167] - init new ips(1) service: DEFAULT_GROUP@@ruoyi-monitor -> [{"ip":"192.168.0.126","port":9100,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-monitor","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
15:11:00.852 [boundedElastic-4] INFO  c.a.n.client.naming - [processServiceInfo,152] - current ips:(1) service: DEFAULT_GROUP@@ruoyi-monitor -> [{"ip":"192.168.0.126","port":9100,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-monitor","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
15:11:00.852 [boundedElastic-3] INFO  c.a.n.client.naming - [processServiceInfo,152] - current ips:(1) service: DEFAULT_GROUP@@ruoyi-system -> [{"ip":"192.168.0.126","port":9201,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-system","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
15:11:01.413 [nacos-grpc-client-executor-35] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [78d9d255-3bcf-4c46-bb53-bd90fd61de1b]receive server push request,request=NotifySubscriberRequest,requestId=12
15:11:01.413 [nacos-grpc-client-executor-35] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [78d9d255-3bcf-4c46-bb53-bd90fd61de1b]ack server push request,request=NotifySubscriberRequest,requestId=12
15:11:01.414 [nacos-grpc-client-executor-36] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [78d9d255-3bcf-4c46-bb53-bd90fd61de1b]receive server push request,request=NotifySubscriberRequest,requestId=11
15:11:01.415 [nacos-grpc-client-executor-36] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [78d9d255-3bcf-4c46-bb53-bd90fd61de1b]ack server push request,request=NotifySubscriberRequest,requestId=11
15:12:26.672 [boundedElastic-7] INFO  c.a.n.client.naming - [isChangedServiceInfo,167] - init new ips(0) service: DEFAULT_GROUP@@cf-reservoir -> []
15:12:26.672 [boundedElastic-7] INFO  c.a.n.client.naming - [processServiceInfo,152] - current ips:(0) service: DEFAULT_GROUP@@cf-reservoir -> []
15:12:27.272 [nacos-grpc-client-executor-68] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [78d9d255-3bcf-4c46-bb53-bd90fd61de1b]receive server push request,request=NotifySubscriberRequest,requestId=14
15:12:27.272 [nacos-grpc-client-executor-68] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [78d9d255-3bcf-4c46-bb53-bd90fd61de1b]ack server push request,request=NotifySubscriberRequest,requestId=14
17:29:15.831 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.0.Final
17:29:16.994 [main] INFO  c.a.n.c.c.i.LocalConfigInfoProcessor - [<clinit>,212] - LOCAL_SNAPSHOT_PATH:C:\Users\Administrator\nacos\config
17:29:17.079 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 47 ms to scan 1 urls, producing 3 keys and 6 values 
17:29:17.136 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 24 ms to scan 1 urls, producing 4 keys and 9 values 
17:29:17.164 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 22 ms to scan 1 urls, producing 3 keys and 10 values 
17:29:17.473 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 306 ms to scan 194 urls, producing 0 keys and 0 values 
17:29:17.487 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 13 ms to scan 1 urls, producing 1 keys and 5 values 
17:29:17.507 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 16 ms to scan 1 urls, producing 1 keys and 7 values 
17:29:17.526 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 16 ms to scan 1 urls, producing 2 keys and 8 values 
17:29:17.717 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 188 ms to scan 194 urls, producing 0 keys and 0 values 
17:29:17.719 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-54345980-be3a-41dd-ae8b-157c99b15fe0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
17:29:17.720 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-54345980-be3a-41dd-ae8b-157c99b15fe0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$328/1961129028
17:29:17.720 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-54345980-be3a-41dd-ae8b-157c99b15fe0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$329/163385254
17:29:17.721 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-54345980-be3a-41dd-ae8b-157c99b15fe0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
17:29:17.722 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-54345980-be3a-41dd-ae8b-157c99b15fe0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
17:29:17.726 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-54345980-be3a-41dd-ae8b-157c99b15fe0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
17:29:20.011 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-54345980-be3a-41dd-ae8b-157c99b15fe0] Success to connect to server [127.0.0.1:8848] on start up,connectionId=1661851759763_127.0.0.1_36809
17:29:20.011 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-54345980-be3a-41dd-ae8b-157c99b15fe0]Notify connected event to listeners.
17:29:20.011 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-54345980-be3a-41dd-ae8b-157c99b15fe0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
17:29:20.011 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,625] - [config-0-54345980-be3a-41dd-ae8b-157c99b15fe0] Connected,notify listen context...
17:29:20.012 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [config-0-54345980-be3a-41dd-ae8b-157c99b15fe0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
17:29:20.054 [main] INFO  c.a.n.c.c.i.Limiter - [<clinit>,54] - limitTime:5.0
17:29:20.135 [main] INFO  c.a.n.c.c.u.JvmUtil - [<clinit>,49] - isMultiInstance:false
17:29:20.179 [main] INFO  c.r.g.CFGatewatApplication - [logStartupProfileInfo,667] - The following profiles are active: dev
17:29:25.827 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayFilter,144] - [Sentinel SpringCloudGateway] register SentinelGatewayFilter with order: -2147483648
17:29:25.975 [main] INFO  c.a.n.client.naming - [call,65] - initializer namespace from System Property :null
